,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director,cast,country,date_added,rating,duration,listed_in,description
1855,ts83025,Baby Ballroom,SHOW,2017,,45,['documentation'],[],2.0,tt8159960,7.7,221.0,3.795,8.0,,"Warren Bullock, Jane Bullock",United Kingdom,"July 10, 2018",TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV","Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win."
1856,ts95274,Age of Tanks,SHOW,2017,TV-PG,54,"['documentation', 'history']",['FR'],1.0,tt8107992,7.3,976.0,3.399,6.667,,,"Germany, France, Russia","November 10, 2018",TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.
1857,tm445255,Qismat,MOVIE,2018,,140,"['drama', 'romance']",['IN'],,tt8665634,8.1,3306.0,3.371,7.2,Jagdeep Sidhu,"Ammy Virk, Sargun Mehta, Guggu Gill, Tania, Harby Sangha, Hardeep Gill, Sukhdev Barnala, Satwant Kaur, Baljinder Kaur, Jashanjeet Gosha",India,"December 1, 2019",TV-PG,137 min,"Dramas, International Movies, Romantic Movies","A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate."
1858,ts82770,Camarón Revolution,SHOW,2018,TV-14,52,"['documentation', 'reality']",['ES'],1.0,,,,3.192,7.0,,"Camarón de la Isla, Juan Diego",,"July 18, 2018",TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",The extraordinary life and career of flamenco legend Camarón de la Isla is covered in this sweeping biography series.
1859,ts321277,Daniel Sloss: Live Shows,SHOW,2018,TV-MA,60,['comedy'],['US'],1.0,tt8858472,8.5,3748.0,3.172,8.3,,Daniel Sloss,United States,"September 11, 2018",TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent."
1860,tm364525,Beat Bugs: All Together Now,MOVIE,2017,,50,['animation'],['US'],,,,,3.032,5.227,Josh Wakely,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada","November 21, 2017",TV-Y,51 min,"Children & Family Movies, Music & Musicals","After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park."
1861,tm481188,Isoken,MOVIE,2017,,100,"['romance', 'drama']",['NG'],,tt6685776,6.5,345.0,2.852,4.4,Jadesola Osiberu,"Dakore Akande, Joseph Benjamin, Marc Rhys, Funke Akindele, Lydia Forson, Damilola Adegbite, Tina Mba, Patrick Doyle",Nigeria,"December 15, 2019",TV-14,98 min,"Comedies, International Movies, Romantic Movies","Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
1862,tm368697,Unexpectedly Yours,MOVIE,2017,,120,"['comedy', 'romance']",['PH'],,tt7686876,6.7,191.0,2.796,7.5,Cathy Garcia-Molina,"Sharon Cuneta, Robin Padilla, Julia Barretto, Joshua Garcia, John Estrada, Pilar Pilapil, Marissa Delgado, Maritoni Fernandez",Philippines,"November 26, 2020",TV-14,121 min,"Comedies, International Movies, Romantic Movies","A pair of former batchmates cross paths 30 years later when they wind up as new neighbors, and their reconnection soon blossoms into something more."
1863,ts81632,A House of Blocks,SHOW,2017,TV-MA,85,"['drama', 'horror']",['TW'],1.0,tt7053684,2.4,138.0,2.736,8.3,,"Eli Shi, Phoebe Lin, Chen Wan-ting, Fan Chen-fei, Lu Hsueh-feng, Figaro Tseng, Winnie Chang, Elten Ting",Taiwan,"September 1, 2017",TV-PG,1 Season,"International TV Shows, TV Dramas, TV Horror","Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost."
1864,tm483331,Merry Men: The Real Yoruba Demons,MOVIE,2018,,106,"['action', 'comedy']",['NG'],,tt9837502,5.1,145.0,2.714,5.0,Toka McBaror,"Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru",Nigeria,"September 21, 2019",TV-MA,106 min,"Comedies, International Movies","Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities."
1865,tm368441,Aapla Manus,MOVIE,2018,,132,"['thriller', 'drama']",['IN'],,tt7867076,7.0,1020.0,2.653,5.6,Satish Rajwade,"Nana Patekar, Sumeet Raghvan, Iravati Harshe, Aashish Kulkarni, Savita Malpekar",India,"September 10, 2020",TV-14,133 min,"Dramas, International Movies, Thrillers","When a man falls from his balcony, an investigator questions the victim’s family, determined to uncover a darker truth behind the alleged accident."
1866,tm428597,Being Napoleon,MOVIE,2018,,88,['documentation'],['US'],,tt8841814,5.4,140.0,2.652,8.0,"Jesse Handsher, Olivier Roland","Mark Schneider, Frank Samson",United States,"August 1, 2018",TV-MA,88 min,Documentaries,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon."
1867,ts118696,Robot Trains,SHOW,2017,TV-Y7,13,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']",['KR'],3.0,tt7216288,6.6,103.0,2.628,2.0,,"Bill Rogers, Carrie Savage, Ken Spassione, Angela Mulligan, Mark Szabo, Daniel J. Edwards, Mike Pollock, Anthony Salerno",South Korea,"December 31, 2019",TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows","Keeping peace and safety in Train World is no easy task, but for five trains with the power to transform into robots, every crisis is an adventure!"
1868,ts84341,What She Put on the Table,SHOW,2017,TV-14,85,['drama'],['TW'],1.0,tt7073222,7.0,34.0,2.55,1.0,,"Amber An, Sun Ke-fang, Chang Yao-jen, Wang Man-chiao, Hans Chung, Chris Lee, Yan Yu-lin, Kiki Chen, Steven Chiang",Taiwan,"October 1, 2017",TV-14,1 Season,"International TV Shows, TV Dramas","Based on the life of TV chef Fu Pei-mei, this drama follows two women – one rich, the other poor – who fortuitously cross paths in 1950s Taiwan."
1869,ts259770,The Last Bastion,SHOW,2018,TV-PG,46,"['war', 'drama']",['PE'],1.0,tt13107608,7.2,61.0,2.355,7.6,,"Giovanni Arce, Mayella Lloclla, Rodrigo Palacios, Priscila Espinoza, Mayra Nájar, Sergio Galliani, Laly Goyzueta, Diego Lombardi",,"February 25, 2021",TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","The Robles family, born and raised in the Americas, experiences the highs and lows of the revolutionary drive to Peru's independence."
1870,tm138667,Taramani,MOVIE,2017,,150,"['drama', 'romance']",['IN'],,tt4328934,7.4,1708.0,2.326,6.568,Ram,"Andrea Jeremiah, Anjali, Vasanth Ravi, Adrian Knight Jesly, Azhagamperumal, Lizzie Antony, Nivas Adithan, Abhishek D Shah",India,"January 1, 2019",TV-MA,148 min,"Dramas, Independent Movies, International Movies","A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
1871,ts83489,Blood Pact,SHOW,2018,,43,"['drama', 'crime']",['BR'],1.0,tt6742610,6.8,150.0,2.325,7.0,,"Guilherme Fontes, Ravel Cabral, Jonathan Haagensen, André Ramiro, Adriano Garib, Mel Lisboa, Cristina Lago",Brazil,"October 10, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of Belém, Brazil."
1872,tm426260,Si Doel the Movie,MOVIE,2018,,85,"['drama', 'romance']",['ID'],,tt8669070,6.9,423.0,2.28,7.5,Rano Karno,"Rano Karno, Mandra Naih, Cornelia Agatha, Maudy Koesnaedi, Aminah Tjendrakasih, Suty Karno, Salman Alfarizi, Adam Jagwani",Indonesia,"May 7, 2020",TV-PG,86 min,"Dramas, International Movies","Fourteen years after the woman he loved left him, a married man ventures to Amsterdam to find her but must decide where his heart lies."
1873,tm350945,Posesif,MOVIE,2017,,102,"['drama', 'comedy', 'romance']",['ID'],,tt8425410,7.4,920.0,2.225,7.346,Edwin,"Putri Marino, Adipati Dolken, Gritte Agatha, Chicco Kurniawan, Yayu Unru, Cut Mini Theo, Ismail Basbeth, Maulidina K. Putri",Indonesia,"January 1, 2020",TV-MA,102 min,"Dramas, International Movies, Romantic Movies",A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.
1874,tm423802,Luciano Mellera: Infantiloide,MOVIE,2018,PG-13,66,"['comedy', 'drama']",['AR'],,tt7607400,7.5,1528.0,2.207,7.3,"Raúl Campos, Jan Suter",Luciano Mellera,Argentina,"July 6, 2018",TV-14,66 min,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
1875,tm445852,Three Words to Forever,MOVIE,2018,,106,"['drama', 'family', 'romance', 'comedy']",['PH'],,tt9248252,6.9,120.0,2.17,9.5,Cathy Garcia-Molina,"Sharon Cuneta, Richard Gomez, Kathryn Bernardo, Liza Lorena, Freddie Webb, Tommy Esguerra, Joross Gamboa, Tobie Dela Cruz",Philippines,"November 19, 2020",TV-G,107 min,"Comedies, Dramas, International Movies","As they near their 25th wedding anniversary, Rick and Cristy try to conceal their crumbling marriage while their family prepares for a big celebration."
1876,tm421125,The Suit,MOVIE,2018,,96,"['comedy', 'drama', 'action']",['EG'],,tt8805486,5.3,1858.0,2.156,6.395,Mohammad Adel,"Tamer Hosny, Akram Hosny, Amina Khalil, Dalal Abdelaziz, Maged El-Masri, Yasser Ali Maher, Salwa Mohammed, Mahmoud El-Bezzawy, Hassan Hosny, Taher Abu Lela, Ahmed Zaher",Egypt,"November 23, 2020",TV-14,97 min,"Action & Adventure, Comedies, International Movies","After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger."
1877,tm312738,Jindua,MOVIE,2017,,140,"['family', 'romance', 'comedy']",['IN'],,tt5917052,6.3,315.0,2.155,9.3,Navaniat Singh,"Jimmy Shergill, Sargun Mehta, Neeru Bajwa, Bhavkhandan Singh Rakhra, Arkie Kandola, Nina Rehill, Rajiv Thakur, Harjap Singh Bhangal, Balinder Johal, Carolyn Bridget Kennedy, Sonia Dhillon, Jimmy Sheirgill",India,"December 1, 2019",TV-14,135 min,"Dramas, International Movies, Romantic Movies",An Indian man in Canada marries a local citizen to legalize his immigration status. The only problem? His girlfriend isn't thrilled about his new wife.
1878,ts81856,Borges,SHOW,2018,TV-MA,24,['comedy'],['BR'],2.0,tt7895652,6.2,181.0,2.139,7.8,,"Thati Lopes, Antonio Pedro Tabet, Karina Ramil, Rafael Portugal, Luis Lobianco",Brazil,"June 25, 2018",TV-MA,1 Season,"International TV Shows, TV Comedies","Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat."
1879,tm432313,Manu,MOVIE,2018,,182,"['thriller', 'romance']",['IN'],,tt6615648,7.7,1104.0,2.113,7.0,Phanindra Narsetti,"Raja Goutham, Chandini Chowdary, Bomma Sreedhar, John Kottoly, Srikanth Mullagiri, Ravi Teja",India,"August 1, 2019",TV-14,177 min,"Dramas, Independent Movies, International Movies","The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge."
1880,ts78757,Dave Chappelle: Equanimity & The Bird Revelation,SHOW,2017,TV-MA,57,['comedy'],['US'],1.0,,,,2.086,8.5,Stan Lathan,Dave Chappelle,United States,"December 31, 2017",TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love."
1881,tm423593,Aruna & Her Palate,MOVIE,2018,,106,"['drama', 'romance']",['ID'],,tt8894180,7.1,813.0,2.08,6.6,Edwin,"Dian Sastrowardoyo, Oka Antara, Hannah Al Rashid, Nicholas Saputra, Deddy Mahendra Desta, Ayu Azhari","Indonesia, South Korea, Singapore","January 1, 2020",TV-14,106 min,"Dramas, International Movies","An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride."
1882,tm438105,Into the Wind,MOVIE,2018,,76,"['drama', 'european']",['CZ'],,tt8476276,4.0,55.0,2.064,4.5,Sofie Šustková,"Vladimír Polívka, Jenovéfa Boková, Matyáš Řezníček",,"June 26, 2021",TV-MA,76 min,"Dramas, Independent Movies, International Movies",Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.
1883,tm1165244,Into the Wind,MOVIE,2022,,108,"['drama', 'romance', 'sport', 'comedy']",['PL'],,tt17044594,5.2,1028.0,10.896,5.3,Sofie Šustková,"Vladimír Polívka, Jenovéfa Boková, Matyáš Řezníček",,"June 26, 2021",TV-MA,76 min,"Dramas, Independent Movies, International Movies",Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.
1884,tm848483,Lagos Real Fake Life,MOVIE,2018,,90,['comedy'],[],,tt15150376,,,2.054,4.5,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, MC Lively",,"November 29, 2019",TV-MA,118 min,"Comedies, International Movies","Two mooching friends vie for the attention of wealthy, beautiful women only to discover that their lavish lifestyles are bogus."
1885,tm368729,My Birthday Song,MOVIE,2018,,95,['thriller'],['IN'],,tt4907094,5.6,282.0,2.048,5.5,Samir Soni,"Sanjay Suri, Nora Fatehi, Zenia Starr, Suparna Krishna, Elena Kazan",India,"July 1, 2018",TV-14,92 min,"Dramas, International Movies, Thrillers","After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
1886,tm375836,Adel Karam: Live from Beirut,MOVIE,2018,R,59,['comedy'],['LB'],,tt8081748,5.3,155.0,2.047,7.0,,Adel Karam,United States,"March 1, 2018",TV-MA,59 min,Stand-Up Comedy,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco."
1887,tm446104,Fantastica,MOVIE,2018,G,114,"['fantasy', 'comedy']",['PH'],,tt9270416,3.6,233.0,2.045,6.1,Barry Gonzalez,"Vice Ganda, Richard Gutierrez, Dingdong Dantes, Bela Padilla",Philippines,"November 26, 2020",TV-PG,114 min,"Comedies, International Movies, LGBTQ Movies",The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission.
1888,tm443537,Ani... Dr. Kashinath Ghanekar,MOVIE,2018,,159,['drama'],['IN'],,tt8784906,8.4,1173.0,2.039,,Abhijeet Deshpande,"Subodh Bhave, Vaidehi Parshurami, Nandita Patkar, Sonali Kulkarni, Sumeet Raghvan, Prasad Oak, Anand Ingale, Suhas Palshikar",India,"September 10, 2020",TV-14,157 min,"Dramas, International Movies","From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar."
1889,tm1073233,Motu Patlu in the City of Gold,MOVIE,2018,G,77,[],[],,,,,2.009,,Suhas Kadav,"Saurav Chakraborty, Ganesh Diweker, Arpita Vora, Manoj Pandey, Mayur Vyas, Sanjeev Tiwari, Nandkishore Pandey, Aditya Raaj",,"April 13, 2021",TV-Y7,77 min,"Children & Family Movies, Comedies, Music & Musicals","Defeated by the strong yet naive Motu in a race, an evil horseback rider challenges him to a more dangerous mission: finding a lost city of treasure!"
1890,tm428877,Babamın Ceketi,MOVIE,2018,,100,"['family', 'comedy']",['TR'],,tt8857590,4.9,895.0,2.008,5.1,Müfit Can Saçıntı,"Müfit Can Saçıntı, Mert Turak, Ünal Yeter, Elif Nur Kerkük, Uğur Demirpehlivan, Ayşen Gruda, Erkan Can, Banu Manioğlu",Turkey,"April 17, 2020",TV-MA,101 min,"Comedies, International Movies","Facing pressure to marry immediately, an unemployed man must find a way to pay for a wedding by any means necessary."
1891,ts268283,RIDE ON TIME,SHOW,2018,TV-PG,23,['documentation'],['JP'],3.0,tt22797864,,,1.975,10.0,,"King & Prince, Hey! Say! JUMP, KAT-TUN, NEWS, Kansai Johnny's Jr., Snow Man, Tomoyuki Yara, Travis Japan, Bi shonen, SixTONES, HiHi Jets, Kis-My-Ft2, Koichi Domoto",,"August 27, 2021",TV-PG,3 Seasons,"Docuseries, International TV Shows",Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.
1892,tm362264,The Gift,MOVIE,2017,,85,['drama'],['TZ'],,tt6856604,7.8,30.0,1.967,8.0,,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",Turkey,"June 17, 2021",TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.
1893,ts223344,The Gift,SHOW,2019,TV-MA,43,"['scifi', 'drama', 'fantasy', 'romance']",['TR'],3.0,tt10075318,7.0,22714.0,18.61,7.568,,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",Turkey,"June 17, 2021",TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.
1894,tm1073482,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,MOVIE,2018,G,86,[],[],,,,,1.96,10.0,Suhas Kadav,"Saurav Chakraborty, Sanket Mhatre, Kamal Chaturvedi, Warren Dsouza, Trilok Patel, Manish Bhuvan",,"April 13, 2021",TV-Y7,86 min,"Children & Family Movies, Music & Musicals","While in Japan, best friends Motu and Patlu have only one month to train for an epic martial arts battle against two wicked but highly skilled brothers."
1895,tm373134,Night of Knots,MOVIE,2018,G,100,['comedy'],['TR'],,tt8045670,5.4,1349.0,1.955,3.8,Hakan Algül,"Şahin Irmak, İrem Sak, Gonca Vuslateri, Emre Karayel, Duygu Yetiş, Onur Buldu, Salih Kalyon, Bilge Şen, Nilgün Belgün, Hakan Akın",Turkey,"September 10, 2020",TV-MA,93 min,"Comedies, International Movies, Romantic Movies",Two exes run into each other at a wedding hall and realize they still harbor romantic feelings. The one problem? They just got married to other people.
