Round,Round Name,Home Team,Away Team,UTC Time,Finished,Started,Cancelled,Awarded,Score,Match Status,,,,
22,22,Milan,Bologna,2024-01-27T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
22,22,Genoa,Lecce,2024-01-28T11:30:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
22,22,Hellas Verona,Frosinone,2024-01-28T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
22,22,Monza,Sassuolo,2024-01-28T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
22,22,Lazio,Napoli,2024-01-28T17:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
22,22,Fiorentina,Inter,2024-01-28T19:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
22,22,Salernitana,Roma,2024-01-29T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
23,23,Lecce,Fiorentina,2024-02-02T19:45:00Z,TRUE,TRUE,FALSE,FALSE,3_2,Full-Time,,,,
23,23,Empoli,Genoa,2024-02-03T14:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
23,23,Udinese,Monza,2024-02-03T14:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
23,23,Frosinone,Milan,2024-02-03T17:00:00Z,TRUE,TRUE,FALSE,FALSE,2_3,Full-Time,,,,
23,23,Bologna,Sassuolo,2024-02-03T19:45:00Z,TRUE,TRUE,FALSE,FALSE,4_2,Full-Time,,,,
23,23,Torino,Salernitana,2024-02-04T11:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
23,23,Napoli,Hellas Verona,2024-02-04T14:00:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
23,23,Atalanta,Lazio,2024-02-04T17:00:00Z,TRUE,TRUE,FALSE,FALSE,3_1,Full-Time,,,,
23,23,Inter,Juventus,2024-02-04T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
23,23,Roma,Cagliari,2024-02-05T19:45:00Z,TRUE,TRUE,FALSE,FALSE,4_0,Full-Time,,,,
24,24,Salernitana,Empoli,2024-02-09T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_3,Full-Time,,,,
24,24,Cagliari,Lazio,2024-02-10T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_3,Full-Time,,,,
24,24,Roma,Inter,2024-02-10T17:00:00Z,TRUE,TRUE,FALSE,FALSE,2_4,Full-Time,,,,
24,24,Sassuolo,Torino,2024-02-10T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
24,24,Fiorentina,Frosinone,2024-02-11T11:30:00Z,TRUE,TRUE,FALSE,FALSE,5_1,Full-Time,,,,
24,24,Bologna,Lecce,2024-02-11T14:00:00Z,TRUE,TRUE,FALSE,FALSE,4_0,Full-Time,,,,
24,24,Monza,Hellas Verona,2024-02-11T14:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
24,24,Genoa,Atalanta,2024-02-11T17:00:00Z,TRUE,TRUE,FALSE,FALSE,1_4,Full-Time,,,,
24,24,Milan,Napoli,2024-02-11T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
24,24,Juventus,Udinese,2024-02-12T19:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
21,21,Bologna,Fiorentina,2024-02-14T18:00:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
25,25,Torino,Lecce,2024-02-16T18:00:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
25,25,Inter,Salernitana,2024-02-16T20:00:00Z,TRUE,TRUE,FALSE,FALSE,4_0,Full-Time,,,,
25,25,Napoli,Genoa,2024-02-17T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
25,25,Hellas Verona,Juventus,2024-02-17T17:00:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
25,25,Atalanta,Sassuolo,2024-02-17T19:45:00Z,TRUE,TRUE,FALSE,FALSE,3_0,Full-Time,,,,
25,25,Lazio,Bologna,2024-02-18T11:30:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
25,25,Empoli,Fiorentina,2024-02-18T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
25,25,Udinese,Cagliari,2024-02-18T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
25,25,Frosinone,Roma,2024-02-18T17:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 3,Full-Time,,,,
25,25,Monza,Milan,2024-02-18T19:45:00Z,TRUE,TRUE,FALSE,FALSE,4_2,Full-Time,,,,
21,21,Torino,Lazio,2024-02-22T19:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 2,Full-Time,,,,
26,26,Bologna,Hellas Verona,2024-02-23T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
26,26,Sassuolo,Empoli,2024-02-24T14:00:00Z,TRUE,TRUE,FALSE,FALSE,2_3,Full-Time,,,,
26,26,Salernitana,Monza,2024-02-24T17:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 2,Full-Time,,,,
26,26,Genoa,Udinese,2024-02-24T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
26,26,Juventus,Frosinone,2024-02-25T11:30:00Z,TRUE,TRUE,FALSE,FALSE,3_2,Full-Time,,,,
26,26,Cagliari,Napoli,2024-02-25T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
26,26,Lecce,Inter,2024-02-25T17:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 4,Full-Time,,,,
26,26,Milan,Atalanta,2024-02-25T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
26,26,Roma,Torino,2024-02-26T17:30:00Z,TRUE,TRUE,FALSE,FALSE,3_2,Full-Time,,,,
26,26,Fiorentina,Lazio,2024-02-26T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
21,21,Sassuolo,Napoli,2024-02-28T17:00:00Z,TRUE,TRUE,FALSE,FALSE,1_6,Full-Time,,,,
21,21,Inter,Atalanta,2024-02-28T19:45:00Z,TRUE,TRUE,FALSE,FALSE,4_0,Full-Time,,,,
27,27,Lazio,Milan,2024-03-01T19:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
27,27,Udinese,Salernitana,2024-03-02T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
27,27,Monza,Roma,2024-03-02T17:00:00Z,TRUE,TRUE,FALSE,FALSE,1_4,Full-Time,,,,
27,27,Torino,Fiorentina,2024-03-02T19:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
27,27,Hellas Verona,Sassuolo,2024-03-03T11:30:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
27,27,Empoli,Cagliari,2024-03-03T14:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
27,27,Frosinone,Lecce,2024-03-03T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
27,27,Atalanta,Bologna,2024-03-03T17:00:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
27,27,Napoli,Juventus,2024-03-03T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
27,27,Inter,Genoa,2024-03-04T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
28,28,Napoli,Torino,2024-03-08T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
28,28,Cagliari,Salernitana,2024-03-09T14:00:00Z,TRUE,TRUE,FALSE,FALSE,4_2,Full-Time,,,,
28,28,Sassuolo,Frosinone,2024-03-09T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
28,28,Bologna,Inter,2024-03-09T17:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
28,28,Genoa,Monza,2024-03-09T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_3,Full-Time,,,,
28,28,Lecce,Hellas Verona,2024-03-10T11:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
28,28,Milan,Empoli,2024-03-10T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
28,28,Juventus,Atalanta,2024-03-10T17:00:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
28,28,Fiorentina,Roma,2024-03-10T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
28,28,Lazio,Udinese,2024-03-11T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
29,29,Empoli,Bologna,2024-03-15T19:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
29,29,Monza,Cagliari,2024-03-16T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
29,29,Udinese,Torino,2024-03-16T14:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 2,Full-Time,,,,
29,29,Salernitana,Lecce,2024-03-16T17:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
29,29,Frosinone,Lazio,2024-03-16T19:45:00Z,TRUE,TRUE,FALSE,FALSE,2_3,Full-Time,,,,
29,29,Juventus,Genoa,2024-03-17T11:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
29,29,Hellas Verona,Milan,2024-03-17T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_3,Full-Time,,,,
29,29,Roma,Sassuolo,2024-03-17T17:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
29,29,Inter,Napoli,2024-03-17T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
30,30,Napoli,Atalanta,2024-03-30T11:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 3,Full-Time,,,,
30,30,Genoa,Frosinone,2024-03-30T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
30,30,Torino,Monza,2024-03-30T14:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
30,30,Lazio,Juventus,2024-03-30T17:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
30,30,Fiorentina,Milan,2024-03-30T19:45:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
30,30,Bologna,Salernitana,2024-04-01T10:30:00Z,TRUE,TRUE,FALSE,FALSE,3_0,Full-Time,,,,
30,30,Cagliari,Hellas Verona,2024-04-01T13:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
30,30,Sassuolo,Udinese,2024-04-01T13:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
30,30,Lecce,Roma,2024-04-01T16:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
30,30,Inter,Empoli,2024-04-01T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
31,31,Salernitana,Sassuolo,2024-04-05T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
31,31,Milan,Lecce,2024-04-06T13:00:00Z,TRUE,TRUE,FALSE,FALSE,3_0,Full-Time,,,,
31,31,Roma,Lazio,2024-04-06T16:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
31,31,Empoli,Torino,2024-04-06T18:45:00Z,TRUE,TRUE,FALSE,FALSE,3_2,Full-Time,,,,
31,31,Frosinone,Bologna,2024-04-07T10:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
31,31,Monza,Napoli,2024-04-07T13:00:00Z,TRUE,TRUE,FALSE,FALSE,2_4,Full-Time,,,,
31,31,Cagliari,Atalanta,2024-04-07T16:00:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
31,31,Hellas Verona,Genoa,2024-04-07T16:00:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
31,31,Juventus,Fiorentina,2024-04-07T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
31,31,Udinese,Inter,2024-04-08T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
32,32,Lazio,Salernitana,2024-04-12T18:45:00Z,TRUE,TRUE,FALSE,FALSE,4_1,Full-Time,,,,
32,32,Lecce,Empoli,2024-04-13T13:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
32,32,Torino,Juventus,2024-04-13T16:05:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
32,32,Bologna,Monza,2024-04-13T18:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
32,32,Napoli,Frosinone,2024-04-14T10:30:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
32,32,Sassuolo,Milan,2024-04-14T13:00:00Z,TRUE,TRUE,FALSE,FALSE,3_3,Full-Time,,,,
32,32,Inter,Cagliari,2024-04-14T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
32,32,Fiorentina,Genoa,2024-04-15T16:30:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
32,32,Atalanta,Hellas Verona,2024-04-15T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
33,33,Genoa,Lazio,2024-04-19T16:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
33,33,Cagliari,Juventus,2024-04-19T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
33,33,Empoli,Napoli,2024-04-20T16:00:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
33,33,Hellas Verona,Udinese,2024-04-20T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
33,33,Sassuolo,Lecce,2024-04-21T10:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 3,Full-Time,,,,
33,33,Torino,Frosinone,2024-04-21T13:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
33,33,Salernitana,Fiorentina,2024-04-21T16:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 2,Full-Time,,,,
33,33,Monza,Atalanta,2024-04-21T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
33,33,Roma,Bologna,2024-04-22T16:30:00Z,TRUE,TRUE,FALSE,FALSE,1_3,Full-Time,,,,
33,33,Milan,Inter,2024-04-22T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
32,32,Udinese,Roma,2024-04-25T18:00:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
34,34,Frosinone,Salernitana,2024-04-26T18:45:00Z,TRUE,TRUE,FALSE,FALSE,3_0,Full-Time,,,,
34,34,Lecce,Monza,2024-04-27T13:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
34,34,Juventus,Milan,2024-04-27T16:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
34,34,Lazio,Hellas Verona,2024-04-27T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
34,34,Inter,Torino,2024-04-28T10:30:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
34,34,Bologna,Udinese,2024-04-28T13:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
34,34,Atalanta,Empoli,2024-04-28T16:00:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
34,34,Napoli,Roma,2024-04-28T16:00:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
34,34,Fiorentina,Sassuolo,2024-04-28T18:45:00Z,TRUE,TRUE,FALSE,FALSE,5_1,Full-Time,,,,
34,34,Genoa,Cagliari,2024-04-29T18:45:00Z,TRUE,TRUE,FALSE,FALSE,3_0,Full-Time,,,,
35,35,Torino,Bologna,2024-05-03T18:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
35,35,Monza,Lazio,2024-05-04T16:00:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
35,35,Sassuolo,Inter,2024-05-04T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
35,35,Cagliari,Lecce,2024-05-05T10:30:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
35,35,Empoli,Frosinone,2024-05-05T13:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
35,35,Hellas Verona,Fiorentina,2024-05-05T13:00:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
35,35,Milan,Genoa,2024-05-05T16:00:00Z,TRUE,TRUE,FALSE,FALSE,3_3,Full-Time,,,,
35,35,Roma,Juventus,2024-05-05T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
35,35,Salernitana,Atalanta,2024-05-06T16:00:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
35,35,Udinese,Napoli,2024-05-06T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
36,36,Frosinone,Inter,2024-05-10T18:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 5,Full-Time,,,,
36,36,Napoli,Bologna,2024-05-11T16:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 2,Full-Time,,,,
36,36,Milan,Cagliari,2024-05-11T18:45:00Z,TRUE,TRUE,FALSE,FALSE,5_1,Full-Time,,,,
36,36,Lazio,Empoli,2024-05-12T10:30:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
36,36,Genoa,Sassuolo,2024-05-12T13:00:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
36,36,Hellas Verona,Torino,2024-05-12T13:00:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
36,36,Juventus,Salernitana,2024-05-12T16:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
36,36,Atalanta,Roma,2024-05-12T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
36,36,Lecce,Udinese,2024-05-13T16:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 2,Full-Time,,,,
36,36,Fiorentina,Monza,2024-05-13T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
37,37,Fiorentina,Napoli,2024-05-17T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
37,37,Lecce,Atalanta,2024-05-18T16:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 2,Full-Time,,,,
37,37,Torino,Milan,2024-05-18T18:45:00Z,TRUE,TRUE,FALSE,FALSE,3_1,Full-Time,,,,
37,37,Sassuolo,Cagliari,2024-05-19T10:30:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 2,Full-Time,,,,
37,37,Monza,Frosinone,2024-05-19T13:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
37,37,Udinese,Empoli,2024-05-19T13:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
37,37,Inter,Lazio,2024-05-19T16:00:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
37,37,Roma,Genoa,2024-05-19T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_0,Full-Time,,,,
37,37,Salernitana,Hellas Verona,2024-05-20T16:30:00Z,TRUE,TRUE,FALSE,FALSE,1_2,Full-Time,,,,
37,37,Bologna,Juventus,2024-05-20T18:45:00Z,TRUE,TRUE,FALSE,FALSE,3_3,Full-Time,,,,
38,38,Cagliari,Fiorentina,2024-05-23T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_3,Full-Time,,,,
38,38,Genoa,Bologna,2024-05-24T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
38,38,Juventus,Monza,2024-05-25T16:00:00Z,TRUE,TRUE,FALSE,FALSE,2_0,Full-Time,,,,
38,38,Milan,Salernitana,2024-05-25T18:45:00Z,TRUE,TRUE,FALSE,FALSE,3_3,Full-Time,,,,
38,38,Atalanta,Torino,2024-05-26T16:00:00Z,TRUE,TRUE,FALSE,FALSE,3_0,Full-Time,,,,
38,38,Napoli,Lecce,2024-05-26T16:00:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 0,Full-Time,,,,
38,38,Empoli,Roma,2024-05-26T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_1,Full-Time,,,,
38,38,Frosinone,Udinese,2024-05-26T18:45:00Z,TRUE,TRUE,FALSE,FALSE,0 _ 1,Full-Time,,,,
38,38,Hellas Verona,Inter,2024-05-26T18:45:00Z,TRUE,TRUE,FALSE,FALSE,2_2,Full-Time,,,,
38,38,Lazio,Sassuolo,2024-05-26T18:45:00Z,TRUE,TRUE,FALSE,FALSE,1_1,Full-Time,,,,
29,29,Atalanta,Fiorentina,2024-06-02T16:00:00Z,TRUE,TRUE,FALSE,FALSE,2_3,Full-Time,,,,
