Match Number,Round Number,Date,Location,Home Team,Away Team,Result
262,27,19/03/2023 15:00,Artemio Franchi,Fiorentina,Lecce,1 - 0
269,27,19/03/2023 15:00,Olimpico Grande Torino,Torino,Napoli,0 - 4
264,27,19/03/2023 18:00,Olimpico,Lazio,Roma,1 - 0
263,27,19/03/2023 20:45,San Siro,Inter,Juventus,0 - 1
272,28,01/04/2023 15:00,Giovanni Zini,Cremonese,Atalanta,1 - 3
274,28,01/04/2023 18:00,San Siro,Inter,Fiorentina,0 - 1
275,28,01/04/2023 20:45,Juventus Stadium,Juventus,Hellas Verona,1 - 0
271,28,02/04/2023 12:30,Renato Dall'Ara,Bologna,Udinese,3 - 0
276,28,02/04/2023 15:00,Brianteo,Monza,Lazio,0 - 2
280,28,02/04/2023 15:00,Alberto Picco,Spezia,Salernitana,1 - 1
278,28,02/04/2023 18:00,Olimpico,Roma,Sampdoria,3 - 0
277,28,02/04/2023 20:45,Diego Armando Maradona,Napoli,Milan,0 - 4
273,28,03/04/2023 19:30,Carlo Castellani,Empoli,Lecce,1 - 0
279,28,03/04/2023 20:45,Città del Tricolore,Sassuolo,Torino,1 - 1
287,29,07/04/2023 17:00,Arechi,Salernitana,Inter,1 - 1
285,29,07/04/2023 19:00,Via del mare,Lecce,Napoli,1 - 2
286,29,07/04/2023 21:00,San Siro,Milan,Empoli,0 - 0
290,29,08/04/2023 12:30,Friuli,Udinese,Monza,2 - 2
282,29,08/04/2023 14:30,Artemio Franchi,Fiorentina,Spezia,1 - 1
281,29,08/04/2023 16:30,Atleti Azzurri d'Italia,Atalanta,Bologna,0 - 2
288,29,08/04/2023 16:30,Luigi Ferraris,Sampdoria,Cremonese,2 - 3
283,29,08/04/2023 18:30,Marcantonio Bentegodi,Hellas Verona,Sassuolo,2 - 1
289,29,08/04/2023 18:30,Olimpico Grande Torino,Torino,Roma,0 - 1
284,29,08/04/2023 20:45,Olimpico,Lazio,Juventus,2 - 1
292,30,14/04/2023 18:30,Giovanni Zini,Cremonese,Empoli,1 - 0
299,30,14/04/2023 20:45,Alberto Picco,Spezia,Lazio,0 - 3
291,30,15/04/2023 15:00,Renato Dall'Ara,Bologna,Milan,1 - 1
296,30,15/04/2023 18:00,Diego Armando Maradona,Napoli,Hellas Verona,0 - 0
